Name,Assemble,Type,Km,CarColor,InteriorColor,CarDoor,CarSeat,Gearbox,Price,Location,Status,EngineCar,Capacity,Trademark,ProductionYear
 Mitsubishi Xpander 1.5 AT - 2022,Nhập khẩu,SUV,0,Đen,Đen,5,7,Số tự động,570, Hà Nội ,mới,Xăng,1.5,Mitsubishi,2022
 Mercedes Benz E class E200 Exclusive - 2021,Lắp ráp trong nước,Sedan,0,Trắng,Đen,4,5,Số tự động,2310, TP HCM ,mới,Xăng,2.0,Mercedes,2021
 Hyundai SantaFe Premium 2.2L HTRAC - 2020,Lắp ráp trong nước,SUV,27686,Trắng,Nâu,5,7,Số tự động,1200, Bắc Ninh ,cũ,Dầu,2.2,Hyundai,2020
 Hyundai SantaFe Cao cấp 2.5L HTRAC - 2021,Lắp ráp trong nước,SUV,0,Đen,Nâu,5,7,Số tự động,1240, Hà Nội ,mới,Xăng,2.5,Hyundai,2021
 Mercedes Benz E class E300 AMG - 2021,Lắp ráp trong nước,Sedan,4800,Trắng,Nâu,4,5,Số tự động,2999, Hà Nội ,cũ,Xăng,2.0,Mercedes,2021
 Toyota Camry 2.5Q - 2022,Nhập khẩu,Sedan,0,Trắng,Đen,4,5,Số tự động,1339, Hà Nội ,mới,Xăng,2.5,Toyota,2022
 LandRover Range Rover Evoque Dynamic - 2013,Nhập khẩu,SUV,39000,Đen,Đen,5,5,Số tự động,1185, TP HCM ,cũ,Xăng,2.0,LandRover,2013
 BMW 7 Series 740Li - 2021,Nhập khẩu,Sedan,7000,Trắng,Nâu,4,5,Số tự động,5650, Hải Dương ,cũ,Xăng,3.0,BMW,2021
 Ford Ranger Wildtrak 3.2L 4x4 AT - 2015,Nhập khẩu,Bán tải / Pickup,0,Cam,Đen,4,5,Số tự động,615, Hà Nội ,cũ,Dầu,3.2,Ford,2015
 Suzuki APV GL 1.6 MT - 2008,Lắp ráp trong nước,SUV,160000,Bạc,Đen,5,8,Số tay,175, Lạng Sơn ,cũ,Xăng,1.6,Suzuki,2008
 Toyota Corolla altis 1.8G MT - 2014,Lắp ráp trong nước,Sedan,62000,Đen,Kem,4,5,Số tay,459, Hà Nội ,cũ,Xăng,1.8,Toyota,2014
 Toyota Prado TXL 2.7L - 2016,Nhập khẩu,SUV,80000,Đen,Đen,5,7,Số tự động,1700, Hà Nội ,cũ,Xăng,2.7,Toyota,2016
 Toyota Vios 1.5G CVT - 2021,Lắp ráp trong nước,Sedan,80000,Đen,Kem,4,5,Số tự động,540, Hà Nội ,cũ,Xăng,1.5,Toyota,2021
 Mazda CX5 2.5 AT 2WD - 2018,Lắp ráp trong nước,SUV,0,Trắng,Đen,5,5,Số tự động,785, Hà Nội ,cũ,Xăng,2.5,Mazda,2018
 Mercedes Benz GLC 300 4Matic - 2021,Lắp ráp trong nước,SUV,30,Đỏ,Kem,5,5,Số tự động,2540, Hà Nội ,cũ,Xăng,2.0,Mercedes,2021
 Kia Carnival Signature 2.2D - 2022,Lắp ráp trong nước,Van/Minivan,0,Trắng,Đỏ,5,7,Số tự động,1489, Hà Nội ,mới,Dầu,2.2,Kia,2022
 Hyundai i10 Grand 1.2 MT - 2017,Lắp ráp trong nước,Sedan,64000,Xanh,Đen,4,5,Số tay,285, Đăk Lăk ,cũ,Xăng,1.25,Hyundai,2017
 Toyota Vios 1.5G - 2018,Lắp ráp trong nước,Sedan,46000,Cát,Kem,4,5,Số tự động,485, Hà Nội ,cũ,Xăng,1.5,Toyota,2018
 Kia Morning Si MT - 2016,Lắp ráp trong nước,Hatchback,0,Đỏ,Đen,5,5,Số tay,255, Hải Dương ,cũ,Xăng,1.25,Kia,2016
 Mitsubishi Outlander Premium 2.0 CVT - 2022,Lắp ráp trong nước,SUV,0,Đỏ,Nhiều màu,5,7,Số tự động,905, Hà Nội ,mới,Xăng,2.0,Mitsubishi,2022
 LandRover Range Rover Evoque Prestige - 2014,Nhập khẩu,SUV,0,Trắng,Nâu,5,5,Số tự động,1080, Hà Nội ,cũ,Xăng,2.0,LandRover,2014
 Ford Ranger Wildtrak 3.2L 4x4 AT - 2017,Nhập khẩu,Bán tải / Pickup,53000,Cam,Nhiều màu,4,5,Số tự động,835, TP HCM ,cũ,Dầu,3.2,Ford,2017
 Toyota Corolla altis 1.8G AT - 2015,Lắp ráp trong nước,Sedan,50000,Bạc,Kem,4,5,Số tự động,548, Hà Nội ,cũ,Xăng,1.8,Toyota,2015
 Mazda 6 2.5L Premium - 2018,Lắp ráp trong nước,Sedan,48000,Trắng,Đen,4,5,Số tự động,765, Hà Nội ,cũ,Xăng,2.5,Mazda,2018
 MG ZS Comfort 1.5 AT 2WD - 2021,Nhập khẩu,Crossover,0,Trắng,Đen,5,5,Số tự động,549, Bình Dương ,mới,Xăng,1.5,MG,2021
 Toyota Innova 2.0E - 2018,Lắp ráp trong nước,Crossover,98000,Đồng,Đen,5,8,Số tay,609, TP HCM ,cũ,Xăng,2.0,Toyota,2018
 VinFast Fadil Nâng cao 1.4 AT - 2022,Lắp ráp trong nước,Hatchback,0,Trắng,Ghi,5,5,Số tự động,383, TP HCM ,mới,Xăng,1.4,VinFast,2022
 Lexus RX 350 AWD - 2010,Nhập khẩu,SUV,100000,Xanh,Kem,5,5,Số tự động,1230, Hà Nội ,cũ,Xăng,3.5,Lexus,2010
 BMW 4 Series 430i Convertible - 2021,Nhập khẩu,Convertible/Cabriolet,0,Xanh,Nâu,2,4,Số tự động,3219, Hà Nội ,mới,Xăng,2.0,BMW,2021
 Toyota Vios G 1.5 CVT - 2022,Lắp ráp trong nước,Sedan,0,Trắng,Kem,4,5,Số tự động,551, Hải Phòng ,mới,Xăng,1.5,Toyota,2022
 Toyota Corolla altis 1.8G AT - 2014,Lắp ráp trong nước,Sedan,0,Bạc,Đen,4,5,Số tự động,480, Quảng Ninh ,cũ,Xăng,1.8,Toyota,2014
 Hyundai Genesis BH330 - 2010,Nhập khẩu,Sedan,80000,Đen,Đen,4,4,Số tự động,665, Hà Nội ,cũ,Xăng,3.3,Hyundai,2010
 Mercedes Benz GLC 200 - 2021,Lắp ráp trong nước,SUV,69,Đen,Kem,5,5,Số tự động,1790, Hà Nội ,cũ,Xăng,2.0,Mercedes,2021
 Kia K3 1.6 AT - 2014,Lắp ráp trong nước,Sedan,60000,Đỏ,Đen,4,5,Số tự động,420, Quảng Ninh ,cũ,Xăng,1.6,Kia,2014
 Peugeot 3008 AL - 2022,Lắp ráp trong nước,Crossover,0,Xanh,Đen,5,5,Số tự động,1129, TP HCM ,mới,Xăng,1.6,Peugeot,2022
 BMW X5 xDrive40i xLine Plus - 2021,Nhập khẩu,SUV,0,Vàng,Nâu,5,7,Số tự động,4849, Hà Nội ,mới,Xăng,3.0,BMW,2021
 Toyota Venza 3.5 - 2009,Nhập khẩu,Crossover,60000,Nâu,Kem,5,5,Số tự động,660, TP HCM ,cũ,Xăng,3.5,Toyota,2009
 Mitsubishi Xpander Cross 1.5 AT - 2022,Nhập khẩu,SUV,0,Cam,Đen,5,7,Số tự động,600, Hà Nội ,mới,Xăng,1.5,Mitsubishi,2022
 Toyota Hilux 2.8G 4x4 AT - 2020,Nhập khẩu,Bán tải / Pickup,21000,Trắng,Đen,4,5,Số tự động,890, Phú Thọ ,cũ,Dầu,2.8,Toyota,2020
 Toyota Innova E 2.0 MT - 2022,Lắp ráp trong nước,Crossover,0,Đồng,Nâu,5,8,Số tay,755, TP HCM ,mới,Xăng,2.0,Toyota,2022
 Mercedes Benz GLC 300 4Matic - 2019,Lắp ráp trong nước,SUV,25000,Đỏ,Kem,5,5,Số tự động,1899, Hà Nội ,cũ,Xăng,2.0,Mercedes,2019
 VinFast Lux SA 2.0 Plus 2.0 AT - 2021,Lắp ráp trong nước,SUV,0,Trắng,Nâu,5,7,Số tự động,1085, Hà Nội ,cũ,Xăng,2.0,VinFast,2021
 Toyota Vios G 1.5 CVT - 2022,Lắp ráp trong nước,Sedan,0,Bạc,Kem,4,5,Số tự động,586, TP HCM ,mới,Xăng,1.5,Toyota,2022
 Honda City L 1.5 AT - 2022,Lắp ráp trong nước,Sedan,0,Nâu,Màu khác,4,5,Số tự động,559, Đăk Lăk ,mới,Xăng,1.5,Honda,2022
 Ford Everest Titanium 2.0L 4x4 AT - 2021,Nhập khẩu,SUV,0,Đen,Đen,5,7,Số tự động,1289, Hà Nội ,mới,Dầu,2.0,Ford,2021
 Kia Sorento Premium 2.5 AT - 2021,Lắp ráp trong nước,SUV,12000,Đen,Kem,5,7,Số tự động,1135, Long An ,cũ,Xăng,2.5,Kia,2021
 Hyundai i10 1.2 AT - 2022,Lắp ráp trong nước,Hatchback,0,Xanh,Đen,5,5,Số tự động,430, Hà Nội ,mới,Xăng,1.25,Hyundai,2022
 VinFast Lux A 2.0 Premium 2.0 AT - 2019,Lắp ráp trong nước,Sedan,36000,Xanh,Kem,4,5,Số tự động,850, Hà Nội ,cũ,Xăng,2.0,VinFast,2019
 Kia K5 Luxury 2.0 AT - 2022,Lắp ráp trong nước,Sedan,0,Đỏ,Đen,4,5,Số tự động,869, Hà Nội ,mới,Xăng,2.0,Kia,2022
 Mercedes Benz C class C200 - 2016,Lắp ráp trong nước,Sedan,30000,Đen,Đen,4,5,Số tự động,925, Hà Nội ,cũ,Xăng,2.0,Mercedes,2016
 Ford Ranger XLS 2.2L 4x2 AT - 2022,Lắp ráp trong nước,Bán tải / Pickup,0,Nâu,Đen,4,5,Số tự động,662, Hà Nội ,mới,Dầu,2.2,Ford,2022
 Honda City 1.5 AT - 2016,Lắp ráp trong nước,Sedan,58000,Ghi,Nâu,4,5,Số tự động,425, Hà Nội ,cũ,Xăng,1.5,Honda,2016
 Kia Optima 2.4 GT line - 2019,Lắp ráp trong nước,Sedan,18000,Đỏ,Nhiều màu,4,5,Số tự động,785, Đà Nẵng ,cũ,Xăng,2.4,Kia,2019
 Ford Ranger Wildtrak 2.0L 4x4 AT - 2019,Nhập khẩu,Bán tải / Pickup,29000,Cam,Đen,4,5,Số tự động,870, TP HCM ,cũ,Dầu,2.0,Ford,2019
 Chevrolet Colorado High Country 2.5L 4x4 AT - 2019,Nhập khẩu,Bán tải / Pickup,0,Đen,Đen,4,5,Số tự động,675, Hà Nội ,cũ,Dầu,2.5,Chevrolet,2019
 Kia Sorento GATH - 2018,Lắp ráp trong nước,SUV,50000,Đỏ,Kem,5,7,Số tự động,750, Hà Nội ,cũ,Xăng,2.4,Kia,2018
 Porsche Cayenne 3.6 V6 - 2012,Nhập khẩu,SUV,65000,Đen,Nâu,5,5,Số tự động,1569, Hà Nội ,cũ,Xăng,3.6,Porsche,2012
 Kia Seltos Premium 1.4 AT - 2021,Lắp ráp trong nước,Crossover,0,Trắng,Trắng,5,5,Số tự động,759, Hà Nội ,mới,Xăng,1.4,Kia,2021
 Toyota Corolla altis 2.0V - 2009,Lắp ráp trong nước,Sedan,0,Bạc,Đen,4,5,Số tự động,383, Hà Nội ,cũ,Xăng,2.0,Toyota,2009
 Mercedes Benz C class C200 Exclusive - 2020,Lắp ráp trong nước,Sedan,0,Trắng,Đen,4,5,Số tự động,1580, Hà Nội ,cũ,Xăng,2.0,Mercedes,2020
 Hyundai Terracan 3.0 - 2004,Nhập khẩu,SUV,140000,Ghi,Màu khác,5,5,Số tay,180, Đà Nẵng ,cũ,Xăng,0.0,Hyundai,2004
 Ford Focus 1.8 AT - 2011,Lắp ráp trong nước,Hatchback,11800,Vàng,Kem,5,5,Số tự động,275, Hà Nội ,cũ,Xăng,1.8,Ford,2011
 Audi Q7 2.0 AT - 2016,Nhập khẩu,SUV,80000,Đen,Nâu,5,7,Số tự động,2050, Hà Nội ,cũ,Xăng,2.0,Audi,2016
 Mazda 6 2.0L Premium - 2018,Lắp ráp trong nước,Sedan,26000,Đen,Đen,4,5,Số tự động,735, Hà Nội ,cũ,Xăng,2.0,Mazda,2018
 Ford Transit Tiêu chuẩn - 2022,Lắp ráp trong nước,Van/Minivan,0,Trắng,Ghi,4,16,Số tay,820, TP HCM ,mới,Dầu,2.2,Ford,2022
 VinFast Fadil Cao cấp 1.4 AT - 2022,Lắp ráp trong nước,Hatchback,0,Xanh,Đen,5,5,Số tự động,419, Đăk Lăk ,mới,Xăng,1.4,VinFast,2022
 Hyundai Creta Tiêu chuẩn 1.5 AT - 2022,Nhập khẩu,Crossover,0,Đỏ,Đỏ,5,5,Số tự động,620, TP HCM ,mới,Xăng,1.5,Hyundai,2022
 Hyundai Accent 1.4 AT Đặc Biệt - 2022,Lắp ráp trong nước,Sedan,0,Đỏ,Kem,4,5,Số tự động,542, Hà Nội ,mới,Xăng,1.4,Hyundai,2022
 BMW 3 Series 320i - 2014,Nhập khẩu,Sedan,0,Trắng,Ghi,4,5,Số tự động,778, Hải Phòng ,cũ,Xăng,2.0,BMW,2014
 Honda Civic G 1.8 AT - 2021,Nhập khẩu,Sedan,16000,Trắng,Đen,4,5,Số tự động,738, Hà Nội ,cũ,Xăng,1.8,Honda,2021
 Hyundai Elantra 1.6 AT - 2019,Lắp ráp trong nước,Sedan,37000,Trắng,Kem,4,5,Số tự động,620, Tây Ninh ,cũ,Xăng,1.6,Hyundai,2019
 VinFast Lux A 2.0 Tiêu chuẩn - 2022,Lắp ráp trong nước,Sedan,0,Đỏ,Đen,4,5,Số tự động,671, Hà Nội ,mới,Xăng,2.0,VinFast,2022
 Toyota Camry 2.0Q - 2022,Nhập khẩu,Sedan,0,Đen,Kem,4,5,Số tự động,1185, Cần Thơ ,mới,Xăng,2.0,Toyota,2022
 Toyota Fortuner TRD Sportivo 4x4 AT - 2015,Lắp ráp trong nước,SUV,81500,Trắng,Đen,5,8,Số tự động,720, TP HCM ,cũ,Xăng,2.7,Toyota,2015
 BMW 5 Series 520i M Sport - 2022,Nhập khẩu,Sedan,0,Trắng,Đen,4,5,Số tự động,2969, TP HCM ,mới,Xăng,2.0,BMW,2022
 Honda CRV G - 2022,Lắp ráp trong nước,SUV,0,Xanh,Đen,5,7,Số tự động,1048, Đồng Nai ,mới,Xăng,1.5,Honda,2022
 Toyota Corolla Cross 1.8G - 2022,Nhập khẩu,SUV,0,Trắng,Nâu,5,5,Số tự động,746, Vĩnh Phúc ,mới,Xăng,1.8,Toyota,2022
 Hyundai Elantra 2.0 AT - 2020,Lắp ráp trong nước,Sedan,0,Trắng,Ghi,4,5,Số tự động,656, Hà Nội ,cũ,Xăng,2.0,Hyundai,2020
 Hyundai Creta Tiêu chuẩn 1.5 AT - 2022,Nhập khẩu,Crossover,0,Đỏ,Đen,5,5,Số tự động,620, TP HCM ,mới,Xăng,1.5,Hyundai,2022
 Ford Everest Titanium 2.0L 4x2 AT - 2019,Nhập khẩu,SUV,41000,Xanh,Đen,5,7,Số tự động,1099, TP HCM ,cũ,Dầu,2.0,Ford,2019
 Ford Ranger XLS 2.2L 4x2 AT - 2022,Lắp ráp trong nước,Bán tải / Pickup,0,Xanh,Màu khác,4,5,Số tự động,650, Quảng Ninh ,mới,Dầu,2.2,Ford,2022
 Nissan Navara VL Premium R - 2018,Nhập khẩu,Bán tải / Pickup,0,Nâu,Đen,4,5,Số tự động,660, Quảng Ninh ,cũ,Dầu,2.5,Nissan,2018
 VinFast VF e34 AT - 2021,Lắp ráp trong nước,Crossover,0,Xanh,Đen,5,5,Số tự động,560, Hà Nam ,mới,Điện,0.1,VinFast,2021
 Ford Ranger XLS 2.2L 4x2 AT - 2022,Lắp ráp trong nước,Bán tải / Pickup,0,Đỏ,Đen,4,5,Số tự động,662, TP HCM ,mới,Dầu,2.2,Ford,2022
 Toyota Camry LE 2.4 - 2008,Nhập khẩu,Sedan,12000,Đen,Kem,4,5,Số tự động,450, Thái Nguyên ,cũ,Xăng,2.4,Toyota,2008
 Mercedes Benz C class C200 - 2017,Lắp ráp trong nước,Sedan,50000,Đỏ,Đen,4,5,Số tự động,1050, Hà Nội ,cũ,Xăng,2.0,Mercedes,2017
 Mitsubishi Xpander 1.5 AT - 2022,Nhập khẩu,SUV,0,Trắng,Đen,5,7,Số tự động,570, Hà Nội ,mới,Xăng,1.5,Mitsubishi,2022
 LandRover Range Rover Evoque Dynamic - 2012,Nhập khẩu,SUV,80000,Đỏ,Đỏ,5,5,Số tự động,1060, Hà Nội ,cũ,Xăng,2.0,LandRover,2012
 Peugeot 2008 Active 1.2 AT - 2022,Lắp ráp trong nước,Crossover,0,Đen,Đen,5,5,Số tự động,769, Hà Nội ,mới,Xăng,1.2,Peugeot,2022
 Mazda 3 1.6 AT - 2009,Nhập khẩu,Sedan,90000,Đỏ,Đen,4,5,Số tự động,279, Hà Nội ,cũ,Xăng,1.6,Mazda,2009
 Kia Forte SX 1.6 AT - 2010,Lắp ráp trong nước,Sedan,120000,Bạc,Đen,4,5,Số tự động,310, Hà Nội ,cũ,Xăng,1.6,Kia,2010
 Lexus RX 350 - 2015,Nhập khẩu,SUV,43000,Nâu,Vàng,5,5,Số tự động,2880, TP HCM ,cũ,Xăng,3.5,Lexus,2015
 VinFast Lux A 2.0 Nâng cao - 2022,Lắp ráp trong nước,Sedan,0,Trắng,Ghi,4,5,Số tự động,748, TP HCM ,mới,Xăng,2.0,VinFast,2022
 Kia Cerato 1.6 AT Luxury - 2021,Lắp ráp trong nước,Sedan,0,Đen,Kem,4,5,Số tự động,625, Bắc Giang ,cũ,Xăng,1.6,Kia,2021
 Hyundai Accent 1.4 AT Đặc Biệt - 2021,Lắp ráp trong nước,Sedan,0,Đỏ,Kem,4,5,Số tự động,532, TP HCM ,mới,Xăng,1.4,Hyundai,2021
 Kia Rio 1.4 AT - 2015,Nhập khẩu,Sedan,70000,Trắng,Kem,4,5,Số tự động,399, Quảng Ninh ,cũ,Xăng,1.4,Kia,2015
 Kia Sedona 2.2 DAT Luxury - 2019,Lắp ráp trong nước,Van/Minivan,60000,Đen,Kem,5,7,Số tự động,1050, Hà Nội ,cũ,Dầu,2.2,Kia,2019
 Ford Ranger XLS 2.2L 4x2 MT - 2019,Nhập khẩu,Bán tải / Pickup,60000,Nâu,Đen,4,5,Số tay,590, Hà Nội ,cũ,Dầu,2.2,Ford,2019
 Mercedes Benz S class S400L - 2014,Lắp ráp trong nước,Sedan,80000,Trắng,Đen,4,5,Số tự động,2099, Hà Nội ,cũ,Xăng,3.0,Mercedes,2014
 Honda CRV 2.0 AT - 2015,Lắp ráp trong nước,SUV,68000,Xám,Kem,5,5,Số tự động,645, Hà Nội ,cũ,Xăng,2.0,Honda,2015
 Toyota Corolla Cross 1.8G - 2022,Nhập khẩu,SUV,0,Xám,Đen,5,5,Số tự động,746, TP HCM ,mới,Xăng,1.8,Toyota,2022
 Hyundai Accent 1.4 AT - 2022,Lắp ráp trong nước,Sedan,0,Đỏ,Kem,4,5,Số tự động,507, Đăk Lăk ,mới,Xăng,1.4,Hyundai,2022
 Kia K3 Luxury 1.6 AT - 2022,Lắp ráp trong nước,Sedan,0,Xám,Đen,4,5,Số tự động,639, Vĩnh Phúc ,mới,Xăng,1.6,Kia,2022
 Kia Seltos Deluxe 1.4 AT - 2021,Lắp ráp trong nước,Crossover,9000,Đỏ,Đen,5,5,Số tự động,649, Hải Phòng ,cũ,Xăng,1.4,Kia,2021
 Lexus LX 600 F-Sport - 2022,Nhập khẩu,SUV,0,Trắng,Nhiều màu,5,7,Số tự động,10000, Hà Nội ,mới,Xăng,3.4,Lexus,2022
 Mercedes Benz GLC 250 4Matic - 2019,Lắp ráp trong nước,SUV,38000,Trắng,Kem,5,5,Số tự động,1780, Hà Nội ,cũ,Xăng,2.0,Mercedes,2019
 VinFast VF e34 AT - 2022,Lắp ráp trong nước,Crossover,0,Trắng,Đen,5,5,Số tự động,605, Hà Nội ,mới,Điện,0.1,VinFast,2022
 Mercedes Benz GLC 250 4Matic - 2017,Lắp ráp trong nước,SUV,45000,Trắng,Nâu,5,5,Số tự động,1459, Hà Nội ,cũ,Xăng,2.0,Mercedes,2017
 Ford Ranger Wildtrak 2.0L 4x4 AT - 2020,Nhập khẩu,Bán tải / Pickup,0,Cam,Đen,4,5,Số tự động,925, Hà Nội ,cũ,Dầu,2.0,Ford,2020
 Hyundai Tucson 2.0 AT CRDi Đặc biệt - 2022,Lắp ráp trong nước,Crossover,4000,Trắng,Đen,5,5,Số tự động,1139, Hà Nội ,cũ,Dầu,2.0,Hyundai,2022
 Toyota Corolla altis 1.8G MT - 2010,Lắp ráp trong nước,Sedan,0,Bạc,Kem,4,5,Số tay,315, Điện Biên ,cũ,Xăng,1.8,Toyota,2010
 Mazda 3 1.5L Deluxe - 2022,Lắp ráp trong nước,Sedan,0,Đỏ,Đen,4,5,Số tự động,636, Vĩnh Phúc ,mới,Xăng,1.5,Mazda,2022
 Hyundai SantaFe Cao cấp 2.5L HTRAC - 2022,Lắp ráp trong nước,SUV,0,Trắng,Nâu,5,7,Số tự động,1240, Hà Nội ,mới,Xăng,2.5,Hyundai,2022
 Toyota Corolla Cross 1.8HV - 2020,Nhập khẩu,SUV,0,Trắng,Nâu,5,5,Số tự động,965, Hà Nội ,cũ,Hybrid,1.8,Toyota,2020
 Hyundai SantaFe Tiêu chuẩn 2.2L - 2022,Lắp ráp trong nước,SUV,0,Đen,Nâu,5,7,Số tự động,1130, TP HCM ,mới,Dầu,2.2,Hyundai,2022
 Ford Ranger XLS 2.2L 4x2 MT - 2022,Lắp ráp trong nước,Bán tải / Pickup,0,Trắng,Đen,4,5,Số tay,600, Hà Nội ,mới,Dầu,2.2,Ford,2022
 Toyota Vios 1.5E CVT - 2021,Lắp ráp trong nước,Sedan,1800,Trắng,Kem,4,5,Số tự động,539, TP HCM ,cũ,Xăng,1.5,Toyota,2021
 Chevrolet Colorado LTZ 2.8L 4x4 AT - 2018,Nhập khẩu,Bán tải / Pickup,0,Đỏ,Đen,4,5,Số tự động,625, Hà Nội ,cũ,Dầu,2.8,Chevrolet,2018
 VinFast Lux A 2.0 Premium 2.0 AT - 2021,Lắp ráp trong nước,Sedan,7000,Trắng,Nâu,4,5,Số tự động,945, Hà Nội ,cũ,Xăng,2.0,VinFast,2021
 Mazda 3 1.5 AT - 2017,Lắp ráp trong nước,Hatchback,42000,Đỏ,Đen,5,5,Số tự động,545, Hà Nội ,cũ,Xăng,1.5,Mazda,2017
 Mercedes Benz GLS 450 4Matic - 2022,Nhập khẩu,SUV,0,Trắng,Kem,5,7,Số tự động,4999, Hà Nội ,mới,Xăng,3.0,Mercedes,2022
 Mitsubishi Attrage 1.2 CVT - 2021,Nhập khẩu,Sedan,0,Đỏ,Đen,4,5,Số tự động,460, TP HCM ,mới,Xăng,1.2,Mitsubishi,2021
 Mercedes Benz CLA class CLA 250 4Matic - 2016,Nhập khẩu,Sedan,30000,Trắng,Nâu,4,5,Số tự động,1120, Hà Nội ,cũ,Xăng,2.0,Mercedes,2016
 Lexus RX 350 AWD - 2011,Nhập khẩu,SUV,0,Đen,Đen,5,5,Số tự động,1180, Hà Nội ,cũ,Xăng,3.5,Lexus,2011
 LandRover Range Rover HSE 3.0 - 2018,Nhập khẩu,SUV,20000,Trắng,Kem,5,5,Số tự động,7380, Hà Nội ,cũ,Xăng,3.0,LandRover,2018
 Honda Brio RS - 2019,Nhập khẩu,Hatchback,2,Cam,Kem,5,5,Số tự động,395, Thanh Hóa ,cũ,Xăng,1.2,Honda,2019
 Isuzu Dmax LS 3.0 4x2 MT - 2014,Nhập khẩu,Bán tải / Pickup,100000,Bạc,Đen,4,5,Số tay,395, Hà Nội ,cũ,Dầu,3.0,Isuzu,2014
 Ford Ranger Wildtrak 3.2L 4x4 AT - 2016,Nhập khẩu,Bán tải / Pickup,0,Cam,Nhiều màu,4,5,Số tự động,730, Hà Nội ,cũ,Dầu,3.2,Ford,2016
 Lexus ES 350 - 2016,Nhập khẩu,Sedan,40000,Vàng,Kem,4,5,Số tự động,1689, Hà Nội ,cũ,Xăng,3.5,Lexus,2016
 VinFast Fadil Nâng cao 1.4 AT - 2022,Lắp ráp trong nước,Hatchback,0,Xanh,Đen,5,5,Số tự động,373, TP HCM ,mới,Xăng,1.4,VinFast,2022
 Toyota Vios E 1.5 MT - 2022,Lắp ráp trong nước,Sedan,0,Đen,Đen,4,5,Số tay,478, Hải Dương ,mới,Xăng,1.5,Toyota,2022
 Chevrolet Orlando LTZ 1.8 - 2017,Lắp ráp trong nước,SUV,45000,Trắng,Màu khác,5,7,Số tự động,455, Hà Nội ,cũ,Xăng,1.8,Chevrolet,2017
 Ford Ranger Wildtrak 3.2L 4x4 AT - 2017,Nhập khẩu,Bán tải / Pickup,0,Đen,Nhiều màu,4,5,Số tự động,815, Hà Nội ,cũ,Dầu,3.2,Ford,2017
 Mazda 3 1.5L Luxury - 2021,Lắp ráp trong nước,Sedan,14000,Đỏ,Đen,4,5,Số tự động,685, Bình Dương ,cũ,Xăng,1.5,Mazda,2021
 Mazda CX5 2.5 AT 2WD - 2018,Lắp ráp trong nước,SUV,0,Đỏ,Đen,5,5,Số tự động,780, Hà Nội ,cũ,Xăng,2.5,Mazda,2018
 Chevrolet Aveo LTZ 1.5 AT - 2014,Lắp ráp trong nước,Sedan,80000,Đen,Kem,4,5,Số tự động,265, TP HCM ,cũ,Xăng,1.5,Chevrolet,2014
 Honda City RS 1.5 AT - 2022,Lắp ráp trong nước,Sedan,0,Đen,Đen,4,5,Số tự động,589, TP HCM ,mới,Xăng,1.5,Honda,2022
 Lexus LX 570 - 2010,Nhập khẩu,SUV,160000,Bạc,Nâu,5,7,Số tự động,2585, Hà Nội ,cũ,Xăng,5.7,Lexus,2010
 Toyota Yaris 1.5G - 2018,Nhập khẩu,Hatchback,40000,Xanh,Kem,5,5,Số tự động,555, Quảng Ninh ,cũ,Xăng,1.5,Toyota,2018
 Hyundai SantaFe Đặc biệt 2.5L HTRAC - 2022,Lắp ráp trong nước,SUV,0,Đỏ,Đen,5,7,Số tự động,1190, Cần Thơ ,mới,Xăng,2.5,Hyundai,2022
 Mazda 2 S - 2013,Lắp ráp trong nước,Hatchback,70000,Trắng,Màu khác,5,5,Số tự động,325, TP HCM ,cũ,Xăng,1.5,Mazda,2013
 Mazda 3 1.5L Premium - 2021,Lắp ráp trong nước,Sedan,10000,Đỏ,Đen,4,5,Số tự động,735, TP HCM ,cũ,Xăng,1.5,Mazda,2021
 Kia Seltos Premium 1.4 AT - 2020,Lắp ráp trong nước,Crossover,13000,Vàng,Đen,5,5,Số tự động,745, Bình Dương ,cũ,Xăng,1.4,Kia,2020
 VinFast Lux A 2.0 Plus 2.0 AT - 2021,Lắp ráp trong nước,Sedan,20000,Trắng,Nâu,4,5,Số tự động,839, TP HCM ,cũ,Xăng,2.0,VinFast,2021
 Hyundai Tucson 1.6 AT Turbo - 2019,Lắp ráp trong nước,Crossover,59000,Đen,Kem,5,5,Số tự động,868, TP HCM ,cũ,Xăng,1.6,Hyundai,2019
 Ford Ranger XLS 2.2L 4x2 AT - 2020,Nhập khẩu,Bán tải / Pickup,0,Đỏ,Đen,4,5,Số tự động,705, Hà Nội ,cũ,Dầu,2.2,Ford,2020
 Hyundai Kona 1.6 Turbo - 2019,Lắp ráp trong nước,Crossover,21000,Đen,Đen,5,5,Số tự động,650, Thái Nguyên ,cũ,Xăng,1.6,Hyundai,2019
 Hyundai Elantra 2.0 AT - 2017,Lắp ráp trong nước,Sedan,0,Đen,Đen,4,5,Số tự động,538, Hà Nội ,cũ,Xăng,2.0,Hyundai,2017
 Toyota Vios 1.5E - 2015,Lắp ráp trong nước,Sedan,62000,Cát,Màu khác,4,5,Số tay,298, Hà Nội ,cũ,Xăng,1.5,Toyota,2015
 Toyota Vios 1.5E - 2016,Lắp ráp trong nước,Sedan,60000,Cát,Ghi,4,5,Số tay,305, Hà Nội ,cũ,Xăng,1.5,Toyota,2016
